央视,#genre#
内蒙古卫视,http://125.80.158.131:7788/rtp/235.254.198.42:1444
湖南卫视超,http://125.80.158.131:7788/rtp/235.254.198.62:1524
广东卫视,http://125.80.158.131:7788/rtp/235.254.196.204:1088
河南卫视,http://125.80.158.131:7788/rtp/235.254.198.26:1380
河北卫视,http://125.80.158.131:7788/rtp/235.254.198.184:7980
宁夏卫视,http://125.80.158.131:7788/rtp/235.254.198.45:1456
甘肃卫视,http://125.80.158.131:7788/rtp/235.254.198.48:1468
青海卫视,http://125.80.158.131:7788/rtp/235.254.198.43:1448
新疆卫视,http://125.80.158.131:7788/rtp/235.254.198.47:1464
西藏卫视,http://125.80.158.131:7788/rtp/235.254.198.46:1460
重庆卫视,http://125.80.158.131:7788/rtp/235.254.198.34:1412
江苏卫视,http://125.80.158.131:7788/rtp/235.254.198.19:1352
湖南卫视,http://125.80.158.131:7788/rtp/235.254.198.17:1344
东方卫视,http://125.80.158.131:7788/rtp/235.254.198.33:1408
北京卫视,http://125.80.158.131:7788/rtp/235.254.198.21:1360
浙江卫视,http://125.80.158.131:7788/rtp/235.254.198.18:1348
深圳卫视,http://125.80.158.131:7788/rtp/235.254.198.31:1400
安徽卫视,http://125.80.158.131:7788/rtp/235.254.198.20:1356
山东卫视,http://125.80.158.131:7788/rtp/235.254.198.24:1372
广东卫视,http://125.80.158.131:7788/rtp/235.254.198.37:1424
天津卫视,http://125.80.158.131:7788/rtp/235.254.198.22:1364
四川卫视,http://125.80.158.131:7788/rtp/235.254.198.28:1388
辽宁卫视,http://125.80.158.131:7788/rtp/235.254.198.23:1368
黑龙江卫视,http://125.80.158.131:7788/rtp/235.254.198.27:1384
贵州卫视,http://125.80.158.131:7788/rtp/235.254.198.30:1396
湖北卫视,http://125.80.158.131:7788/rtp/235.254.198.32:1404
河北卫视,http://125.80.158.131:7788/rtp/235.254.198.128:1788
东南卫视,http://125.80.158.131:7788/rtp/235.254.198.35:1416
四川卫视,http://171.221.58.164:4000/udp/239.93.0.169:5140
四川卫视,http://171.221.58.164:4000/udp/239.93.1.188:5140
四川康巴卫视,http://171.221.58.164:4000/udp/239.93.0.41:5140
四川卫视,http://171.221.58.164:4000/udp/239.93.0.20:1235
湖南卫视,http://171.221.58.164:4000/udp/239.93.0.88:5140
江苏卫视,http://171.221.58.164:4000/udp/239.93.0.89:5140
浙江卫视,http://171.221.58.164:4000/udp/239.93.0.124:5140
东方卫视,http://171.221.58.164:4000/udp/239.93.0.123:5140
北京卫视,http://171.221.58.164:4000/udp/239.93.0.180:5140
深圳卫视,http://171.221.58.164:4000/udp/239.93.0.182:5140
广东卫视,http://171.221.58.164:4000/udp/239.93.0.181:5140
天津卫视,http://171.221.58.164:4000/udp/239.93.0.167:5140
山东卫视,http://171.221.58.164:4000/udp/239.93.0.168:5140
江西卫视,http://171.221.58.164:4000/udp/239.93.0.134:5140
东南卫视,http://171.221.58.164:4000/udp/239.93.0.42:5140
黑龙江卫视,http://171.221.58.164:4000/udp/239.93.0.183:5140
重庆卫视,http://171.221.58.164:4000/udp/239.93.1.107:5140
贵州卫视,http://171.221.58.164:4000/udp/239.93.0.131:5140
湖北卫视,http://171.221.58.164:4000/udp/239.93.0.250:5140
安徽卫视,http://171.221.58.164:4000/udp/239.93.1.106:5140
河北卫视,http://171.221.58.164:4000/udp/239.93.0.132:5140
辽宁卫视,http://171.221.58.164:4000/udp/239.93.1.108:5140
云南卫视,http://171.221.58.164:4000/udp/239.93.1.174:5140
河南卫视,http://171.221.58.164:4000/udp/239.93.42.45:5140
广西卫视,http://171.221.58.164:4000/udp/239.93.42.46:5140
云南卫视,http://171.221.58.164:4000/udp/239.93.0.174:5140
吉林卫视,http://171.221.58.164:4000/udp/239.93.0.248:5140
陕西卫视,http://171.221.58.164:4000/udp/239.93.0.176:5140
山西卫视,http://171.221.58.164:4000/udp/239.93.0.6:5140
内蒙古卫视,http://171.221.58.164:4000/udp/239.93.0.8:5140
青海卫视,http://171.221.58.164:4000/udp/239.93.0.192:5140
宁夏卫视,http://171.221.58.164:4000/udp/239.93.0.247:5140
西藏卫视,http://171.221.58.164:4000/udp/239.93.0.175:5140
新疆卫视,http://171.221.58.164:4000/udp/239.93.0.194:5140
甘肃卫视,http://171.221.58.164:4000/udp/239.93.0.81:5140
海南卫视,http://171.221.58.164:4000/udp/239.93.0.80:5140
兵团卫视,http://171.221.58.164:4000/udp/239.93.42.43:5140
厦门卫视,http://171.221.58.164:4000/udp/239.93.42.57:5140
三沙卫视,http://171.221.58.164:4000/udp/239.93.42.58:5140
山东教育卫视,http://171.221.58.164:4000/udp/239.93.1.196:5140
四川卫视,http://171.221.58.164:4000/udp/239.93.0.128:5140
湖南卫视,http://171.221.58.164:4000/udp/239.93.1.46:5140
江苏卫视,http://171.221.58.164:4000/udp/239.93.1.45:5140
浙江卫视,http://171.221.58.164:4000/udp/239.93.1.6:5140
东方卫视,http://171.221.58.164:4000/udp/239.93.1.44:5140
北京卫视,http://171.221.58.164:4000/udp/239.93.1.66:5140
深圳卫视,http://171.221.58.164:4000/udp/239.93.1.21:5140
天津卫视,http://171.221.58.164:4000/udp/239.93.1.134:5140
广东卫视,http://171.221.58.164:4000/udp/239.93.0.201:5140
山东卫视,http://171.221.58.164:4000/udp/239.93.0.229:5140
康巴卫视,http://171.221.58.164:4000/udp/239.93.1.149:5140
江西卫视,http://171.221.58.164:4000/udp/239.93.1.19:5140
东南卫视,http://171.221.58.164:4000/udp/239.93.1.201:5140
黑龙江卫视,http://171.221.58.164:4000/udp/239.93.0.231:5140
重庆卫视,http://171.221.58.164:4000/udp/239.93.0.119:5140
贵州卫视,http://171.221.58.164:4000/udp/239.93.1.200:5140
湖北卫视,http://171.221.58.164:4000/udp/239.93.0.115:5140
安徽卫视,http://171.221.58.164:4000/udp/239.93.1.166:5140
河北卫视,http://171.221.58.164:4000/udp/239.93.1.202:5140
辽宁卫视,http://171.221.58.164:4000/udp/239.93.1.167:5140
河南卫视,http://171.221.58.164:4000/udp/239.93.1.169:5140
广西卫视,http://171.221.58.164:4000/udp/239.93.1.203:5140
云南卫视,http://171.221.58.164:4000/udp/239.93.1.168:5140
吉林卫视,http://171.221.58.164:4000/udp/239.93.1.204:5140
陕西卫视,http://171.221.58.164:4000/udp/239.93.1.205:5140
山西卫视,http://171.221.58.164:4000/udp/239.93.1.207:5140
内蒙古卫视,http://171.221.58.164:4000/udp/239.93.1.208:5140
青海卫视,http://171.221.58.164:4000/udp/239.93.1.209:5140
宁夏卫视,http://171.221.58.164:4000/udp/239.93.1.212:5140
西藏卫视,http://171.221.58.164:4000/udp/239.93.1.213:5140
新疆卫视,http://171.221.58.164:4000/udp/239.93.1.214:5140
甘肃卫视,http://171.221.58.164:4000/udp/239.93.1.215:5140
旅游卫视,http://171.221.58.164:4000/udp/239.93.1.216:5140
热门卫视,http://171.221.58.164:4000/udp/239.93.1.34:5140
江苏卫视,http://171.221.58.164:4000/udp/239.93.1.80:5140
浙江卫视,http://171.221.58.164:4000/udp/239.93.1.81:5140
山东卫视,http://171.221.58.164:4000/udp/239.93.1.86:5140
黑龙江卫视,http://171.221.58.164:4000/udp/239.93.1.85:5140
重庆卫视,http://171.221.58.164:4000/udp/239.93.0.233:5140
热门卫视体验,http://171.221.58.164:4000/udp/239.93.1.49:5140
安徽卫视,http://117.69.50.154:8888/rtp/238.1.79.27:4328
北京卫视,http://117.69.50.154:8888/rtp/238.1.78.162:7168
天津卫视,http://117.69.50.154:8888/rtp/238.1.78.20:6088
重庆卫视,http://117.69.50.154:8888/rtp/238.1.78.31:6176
东方卫视,http://117.69.50.154:8888/rtp/238.1.78.163:7176
安徽卫视,http://117.69.50.154:8888/rtp/238.1.78.150:7072
江苏卫视,http://117.69.50.154:8888/rtp/238.1.78.165:7192
浙江卫视,http://117.69.50.154:8888/rtp/238.1.78.164:7184
黑龙江卫视,http://117.69.50.154:8888/rtp/238.1.78.159:7144
吉林卫视,http://117.69.50.154:8888/rtp/238.1.79.48:4496
辽宁卫视,http://117.69.50.154:8888/rtp/238.1.78.21:6096
东南卫视,http://117.69.50.154:8888/rtp/238.1.78.22:6104
四川卫视,http://117.69.50.154:8888/rtp/238.1.78.30:6168
江西卫视,http://117.69.50.154:8888/rtp/238.1.78.26:6136
广东卫视,http://117.69.50.154:8888/rtp/238.1.78.161:7160
海南卫视,http://117.69.50.154:8888/rtp/238.1.79.49:4504
湖北卫视,http://117.69.50.154:8888/rtp/238.1.78.168:7216
湖南卫视,http://117.69.50.154:8888/rtp/238.1.78.160:7152
贵州卫视,http://117.69.50.154:8888/rtp/238.1.78.244:7824
河北卫视,http://117.69.50.154:8888/rtp/238.1.78.245:7832
河南卫视,http://117.69.50.154:8888/rtp/238.1.79.65:4632
山东卫视,http://117.69.50.154:8888/rtp/238.1.78.169:7224
甘肃卫视,http://117.69.50.154:8888/rtp/238.1.79.36:4400
陕西卫视,http://117.69.50.154:8888/rtp/238.1.78.88:6576
云南卫视,http://117.69.50.154:8888/rtp/238.1.78.89:6584
山西卫视,http://117.69.50.154:8888/rtp/238.1.78.95:6632
青海卫视,http://117.69.50.154:8888/rtp/238.1.78.102:6688
广西卫视,http://117.69.50.154:8888/rtp/238.1.78.70:6432
内蒙古卫视,http://117.69.50.154:8888/rtp/238.1.78.103:6696
宁夏卫视,http://117.69.50.154:8888/rtp/238.1.78.109:6744
新疆卫视,http://117.69.50.154:8888/rtp/238.1.78.110:6752
西藏卫视,http://117.69.50.154:8888/rtp/238.1.78.101:6680
深圳卫视,http://117.69.50.154:8888/rtp/238.1.78.156:7120
兵团卫视,http://117.69.50.154:8888/rtp/238.1.78.104:6704
三沙卫视,http://117.69.50.154:8888/rtp/238.1.78.27:6144
厦门卫视,http://117.69.50.154:8888/rtp/238.1.78.246:7840
山东教育卫视,http://117.69.50.154:8888/rtp/238.1.78.254:7904
湖北卫视,http://59.173.132.230:8880/rtp/239.254.96.115:8664
河北卫视,http://59.173.132.230:8880/rtp/239.254.96.113:9616
深圳卫视,http://59.173.132.230:8880/rtp/239.254.96.137:8896
黑龙江卫视,http://59.173.132.230:8880/rtp/239.254.96.138:8902
湖南卫视,http://59.173.132.230:8880/rtp/239.254.96.139:8908
广东卫视,http://59.173.132.230:8880/rtp/239.254.96.140:8914
北京卫视,http://59.173.132.230:8880/rtp/239.254.96.141:8920
东方卫视,http://59.173.132.230:8880/rtp/239.254.96.142:8926
浙江卫视,http://59.173.132.230:8880/rtp/239.254.96.143:8932
江苏卫视,http://59.173.132.230:8880/rtp/239.254.96.144:8938
天津卫视,http://59.173.132.230:8880/rtp/239.69.1.68:10048
山东卫视,http://59.173.132.230:8880/rtp/239.69.1.69:10054
安徽卫视,http://59.173.132.230:8880/rtp/239.69.1.70:10060
辽宁卫视,http://59.173.132.230:8880/rtp/239.69.1.71:10066
东南卫视,http://59.173.132.230:8880/rtp/239.69.1.108:10286
江西卫视,http://59.173.132.230:8880/rtp/239.69.1.126:10394
重庆卫视,http://59.173.132.230:8880/rtp/239.69.1.149:10530
贵州卫视,http://59.173.132.230:8880/rtp/239.69.1.150:10536
海南卫视,http://59.173.132.230:8880/rtp/239.69.1.151:10542
河南卫视,http://59.173.132.230:8880/rtp/239.69.1.168:10644
四川卫视,http://59.173.132.230:8880/rtp/239.69.1.169:10650
广西卫视,http://59.173.132.230:8880/rtp/239.69.1.191:10788
吉林卫视,http://59.173.132.230:8880/rtp/239.69.1.212:10914
河北卫视,http://59.173.132.230:8880/rtp/239.69.1.157:10578
东方卫视,http://59.173.132.230:8880/rtp/239.69.1.173:10674
江苏卫视,http://59.173.132.230:8880/rtp/239.69.1.174:10680
地方,#genre#
河南都市频道,http://171.11.172.73:808/hls/32/index.m3u8
河南民生频道,http://171.11.172.73:808/hls/33/index.m3u8
河南法制频道,http://171.11.172.73:808/hls/34/index.m3u8
河南电视剧频道,http://171.11.172.73:808/hls/35/index.m3u8
河南公共频道,http://171.11.172.73:808/hls/38/index.m3u8
河南新农村频道,http://171.11.172.73:808/hls/39/index.m3u8
河南国际频道,http://171.11.172.73:808/hls/40/index.m3u8
金鹰卡通,http://171.11.172.73:808/hls/91/index.m3u8
信阳综合频道,http://171.11.172.73:808/hls/100/index.m3u8
信阳公共频道,http://171.11.172.73:808/hls/101/index.m3u8
女性时尚频道,http://59.55.35.32:20000/hls/23/index.m3u8
摄影频道,http://59.55.35.32:20000/hls/25/index.m3u8
中教4,http://59.55.35.32:20000/hls/28/index.m3u8
东方财经,http://59.55.35.32:20000/hls/30/index.m3u8
游戏风云,http://59.55.35.32:20000/hls/32/index.m3u8
动漫秀场,http://59.55.35.32:20000/hls/34/index.m3u8
环球奇观频道,http://59.55.35.32:20000/hls/35/index.m3u8
法治天地,http://59.55.35.32:20000/hls/37/index.m3u8
茶频道,http://59.55.35.32:20000/hls/38/index.m3u8
都市剧场,http://59.55.35.32:20000/hls/39/index.m3u8
金色频道,http://59.55.35.32:20000/hls/42/index.m3u8
风云音乐,http://59.55.35.32:20000/hls/47/index.m3u8
怀旧剧场,http://59.55.35.32:20000/hls/48/index.m3u8
精彩影视频道,http://59.55.35.32:20000/hls/69/index.m3u8
浙江经济生活,http://220.188.216.81:9999/rtp/233.50.201.133:5140
浙江教育,http://220.188.216.81:9999/rtp/233.50.201.134:5140
浙江民生,http://220.188.216.81:9999/rtp/233.50.201.136:5140
浙江news,http://220.188.216.81:9999/rtp/233.50.201.137:5140
浙江少儿,http://220.188.216.81:9999/rtp/233.50.201.138:5140
中国教育一套,http://220.188.216.81:9999/rtp/233.50.201.75:5140
中国教育四套,http://220.188.216.81:9999/rtp/233.50.201.172:5140
CGTN,http://220.188.216.81:9999/rtp/233.50.201.126:5140
CGTN西班牙语,http://220.188.216.81:9999/rtp/233.50.201.36:5140
CGTN法语,http://220.188.216.81:9999/rtp/233.50.201.37:5140
CGTN阿拉伯语,http://220.188.216.81:9999/rtp/233.50.201.38:5140
CGTN俄语,http://220.188.216.81:9999/rtp/233.50.201.39:5140
钱江频道,http://220.188.216.81:9999/rtp/233.50.201.132:5140
杭州1综合,http://220.188.216.81:9999/rtp/233.50.201.173:5140
杭州2明珠,http://220.188.216.81:9999/rtp/233.50.201.174:5140
杭州3生活,http://220.188.216.81:9999/rtp/233.50.201.175:5140
杭州4影视,http://220.188.216.81:9999/rtp/233.50.201.176:5140
杭州5青少,http://220.188.216.81:9999/rtp/233.50.201.177:5140
杭州导视,http://220.188.216.81:9999//rtp/233.50.201.182:5140
极速汽车,http://220.188.216.81:9999/rtp/233.50.201.208:5140
宁波TV1,http://220.188.216.81:9999/rtp/233.50.201.168:5140
宁波TV2,http://220.188.216.81:9999/rtp/233.50.201.178:5140
宁波TV3,http://220.188.216.81:9999/rtp/233.50.201.179:5140
宁波TV4,http://220.188.216.81:9999/rtp/233.50.201.180:5140
宁波TV5,http://220.188.216.81:9999/rtp/233.50.201.181:5140
温州新闻,http://220.188.216.81:9999/rtp/233.50.201.87:5140
衢州新闻,http://220.188.216.81:9999/rtp/233.50.201.155:5140
绍兴新闻,http://220.188.216.81:9999/rtp/233.50.201.156:5140
台州1,http://220.188.216.81:9999/rtp/233.50.201.157:5140
湖州公共,http://220.188.216.81:9999/rtp/233.50.201.158:5140
金华新闻,http://220.188.216.81:9999/rtp/233.50.201.161:5140
丽水新闻,http://220.188.216.81:9999/rtp/233.50.201.162:5140
嘉兴新闻,http://220.188.216.81:9999/rtp/233.50.201.163:5140
桐乡新闻,http://220.188.216.81:9999/rtp/233.50.201.169:5140
杭州导视,http://220.188.216.81:9999/rtp/233.50.201.182:5140
之江记录,http://220.188.216.81:9999/rtp/233.50.202.25:5140
优优宝贝,http://220.188.216.81:9999/rtp/233.50.202.24:5140
YMG新闻,http://220.188.216.81:9999//rtp/233.50.201.159:5140
法制天地,http://220.188.216.81:9999/rtp/233.50.201.191:5140
金鹰卡通,http://220.188.216.81:9999/rtp/233.50.201.73:5140
哈哈炫动,http://220.188.216.81:9999/rtp/233.50.201.74:5140
动漫秀场,http://220.188.216.81:9999/rtp/233.50.201.184:5140
游戏风云,http://220.188.216.81:9999/rtp/233.50.201.183:5140
乐游,http://220.188.216.81:9999/rtp/233.50.201.185:5140
金色学堂,http://220.188.216.81:9999/rtp/233.50.201.186:5140
生活时尚,http://220.188.216.81:9999/rtp/233.50.201.187:5140
茶频道,http://220.188.216.81:9999/rtp/233.50.201.188:5140
快乐垂钓,http://220.188.216.81:9999/rtp/233.50.201.109:5140
BesTV,http://220.188.216.81:9999/rtp/233.50.201.201:5140
中国蓝直播,http://220.188.216.81:9999/rtp/233.50.201.193:5140
新视觉,http://220.188.216.81:9999/rtp/233.50.201.244:5140
欢笑剧场,http://220.188.216.81:9999/rtp/233.50.201.189:5140
都市剧场,http://220.188.216.81:9999/rtp/233.50.201.190:5140
电视购物,http://220.188.216.81:9999/rtp/233.50.201.248:5140
家有购物,http://220.188.216.81:9999/rtp/233.50.201.90:5140
游戏频道,http://220.188.216.81:9999/rtp/233.50.201.207:5140
游戏频道,http://220.188.216.81:9999/rtp/233.50.201.215:5140
未知频道,http://220.188.216.81:9999/rtp/233.50.201.224:5140
中国蓝直播,http://220.188.216.81:9999/rtp/233.50.201.108:5140
浙江之声广播,http://220.188.216.81:9999/rtp/233.50.201.79:5140
浙江新闻广播,http://220.188.216.81:9999/rtp/233.50.201.80:5140
经济频道广播,http://220.188.216.81:9999/rtp/233.50.201.81:5140
音乐调频广播,http://220.188.216.81:9999/rtp/233.50.201.82:5140
交通之声广播,http://220.188.216.81:9999/rtp/233.50.201.83:5140
旅游之声广播,http://220.188.216.81:9999/rtp/233.50.201.84:5140
城市之声广播,http://220.188.216.81:9999/rtp/233.50.201.85:5140
民生资讯广播,http://220.188.216.81:9999/rtp/233.50.201.86:5140
BRTV新闻,http://114.245.185.54:10000/rtp/239.3.1.159:8000
BRTV影视,http://114.245.185.54:10000/rtp/239.3.1.158:8000
BRTV文艺,http://114.245.185.54:10000/rtp/239.3.1.242:8000
BRTV财经,http://114.245.185.54:10000/rtp/239.3.1.116:8000
BRTV生活,http://114.245.185.54:10000/rtp/239.3.1.117:8000
BRTV纪实科教,http://114.245.185.54:10000/rtp/239.3.1.115:8000
BRTV卡酷少儿,http://114.245.185.54:10000/rtp/239.3.1.189:8000
BRTV体育休闲[],http://114.245.185.54:10000/rtp/239.3.1.243:8000
BTV国际频道,http://114.245.185.54:10000/rtp/239.3.1.235:8000
爱上4K[],http://114.245.185.54:10000/rtp/239.3.1.236:2000
4K[],http://114.245.185.54:10000/rtp/239.3.1.249:8001
淘电影,http://114.245.185.54:10000/rtp/239.3.1.250:8001
星影,http://114.245.185.54:10000/rtp/239.3.1.94:4120
动作影院,http://114.245.185.54:10000/rtp/239.3.1.92:4120
光影,http://114.245.185.54:10000/rtp/239.3.1.84:4120
喜剧影院,http://114.245.185.54:10000/rtp/239.3.1.91:4120
家庭影院,http://114.245.185.54:10000/rtp/239.3.1.93:4120
精选,http://114.245.185.54:10000/rtp/239.3.1.74:4120
经典电影,http://114.245.185.54:10000/rtp/239.3.1.195:9024
纪实人文,http://114.245.185.54:10000/rtp/239.3.1.212:8060
金鹰纪实,http://114.245.185.54:10000/rtp/239.3.1.58:8156
地理,http://114.245.185.54:10000/rtp/239.3.1.71:4120
淘剧场,http://114.245.185.54:10000/rtp/239.3.1.95:8001
淘娱乐,http://114.245.185.54:10000/rtp/239.3.1.100:8001
淘Baby,http://114.245.185.54:10000/rtp/239.3.1.238:8001
萌宠TV,http://114.245.185.54:10000/rtp/239.3.1.102:8001
中国交通,http://114.245.185.54:10000/rtp/239.3.1.188:8001
朝阳融媒,http://114.245.185.54:10000/rtp/239.3.1.163:8001
通州融媒,http://114.245.185.54:10000/rtp/239.3.1.221:8001
密云电视台,http://114.245.185.54:10000/rtp/239.3.1.154:8001
延庆电视台,http://114.245.185.54:10000/rtp/239.3.1.187:8001
房山电视台,http://114.245.185.54:10000/rtp/239.3.1.96:8001
CGTN新闻,http://114.245.185.54:10000/rtp/239.3.1.215:4220
CGTN记录,http://114.245.185.54:10000/rtp/239.3.1.216:4220
CGTN西班牙语,http://114.245.185.54:10000/rtp/239.3.1.217:4220
CGTN法语,http://114.245.185.54:10000/rtp/239.3.1.218:4220
CGTN阿拉伯语,http://114.245.185.54:10000/rtp/239.3.1.219:4220
CGTN俄语,http://114.245.185.54:10000/rtp/239.3.1.220:4220
睛彩竞技,http://114.245.185.54:10000/rtp/239.3.1.125:8001
睛彩篮球,http://114.245.185.54:10000/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.245.185.54:10000/rtp/239.3.1.127:8001
睛彩广场舞,http://114.245.185.54:10000/rtp/239.3.1.128:8001
茶频道,http://114.245.185.54:10000/rtp/239.3.1.165:8001
体育赛事,http://114.245.185.54:10000/rtp/239.3.1.157:8176
淘精彩,http://114.245.185.54:10000/rtp/239.3.1.178:8001
快乐垂钓,http://114.245.185.54:10000/rtp/239.3.1.164:8001
大健康,http://114.245.185.54:10000/rtp/239.3.1.251:8001
少儿动画,http://114.245.185.54:10000/rtp/239.3.1.199:9000
热播剧场,http://114.245.185.54:10000/rtp/239.3.1.194:9020
解密,http://114.245.185.54:10000/rtp/239.3.1.75:4120
军事,http://114.245.185.54:10000/rtp/239.3.1.76:4120
军旅剧场,http://114.245.185.54:10000/rtp/239.3.1.68:4120
动画,http://114.245.185.54:10000/rtp/239.3.1.80:4120
古装剧场,http://114.245.185.54:10000/rtp/239.3.1.69:4120
台球,http://114.245.185.54:10000/rtp/239.3.1.85:4120
嘉佳卡通,http://114.245.185.54:10000/rtp/239.3.1.147:9268
国学,http://114.245.185.54:10000/rtp/239.3.1.77:4120
城市剧场,http://114.245.185.54:10000/rtp/239.3.1.67:4120
墨宝,http://114.245.185.54:10000/rtp/239.3.1.83:4120
好学生,http://114.245.185.54:10000/rtp/239.3.1.81:4120
山东教育,http://114.245.185.54:10000/rtp/239.3.1.52:4120
戏曲,http://114.245.185.54:10000/rtp/239.3.1.78:4120
收视指南,http://114.245.185.54:10000/rtp/239.3.1.193:8012
早教,http://114.245.185.54:10000/rtp/239.3.1.79:4120
武侠剧场,http://114.245.185.54:10000/rtp/239.3.1.90:4120
武术,http://114.245.185.54:10000/rtp/239.3.1.87:4120
爱生活,http://114.245.185.54:10000/rtp/239.3.1.86:4120
美人,http://114.245.185.54:10000/rtp/239.3.1.73:4120
美妆,http://114.245.185.54:10000/rtp/239.3.1.72:4120
财富天下,http://114.245.185.54:10000/rtp/239.3.1.53:9136
足球,http://114.245.185.54:10000/rtp/239.3.1.89:4120
金鹰卡通,http://114.245.185.54:10000/rtp/239.3.1.51:9252
鉴赏,http://114.245.185.54:10000/rtp/239.3.1.82:4120
音乐现场,http://114.245.185.54:10000/rtp/239.3.1.70:4120
高网,http://114.245.185.54:10000/rtp/239.3.1.88:4120
魅力时尚,http://114.245.185.54:10000/rtp/239.3.1.196:9012
重庆新闻,http://211.158.155.158:8009/udp/225.0.4.188:7980
重庆社会与法,http://211.158.155.158:8009/udp/225.0.4.190:7980
重庆少儿,http://211.158.155.158:8009/udp/225.0.4.191:7980
重庆影视,http://211.158.155.158:8009/udp/225.0.4.192:7980
重庆科教,http://211.158.155.158:8009/udp/225.0.4.193:7980
重庆娱乐,http://211.158.155.158:8009/udp/225.0.4.194:7980
重庆汽摩,http://211.158.155.158:8009/udp/225.0.4.195:7980
重庆时尚生活,http://211.158.155.158:8009/udp/225.0.4.196:7980
重庆新农村,http://211.158.155.158:8009/udp/225.0.4.189:7980
CQTV移动,http://211.158.155.158:8009/udp/225.0.4.215:7980
时尚购物,http://211.158.155.158:8009/udp/225.0.4.198:7980
CGTN,http://211.158.155.158:8009/udp/225.0.4.12:7980
纪实,http://211.158.155.158:8009/udp/225.0.4.99:7980
CQTV新闻,http://211.158.155.158:8009/udp/225.0.4.59:7980
CQTV汽摩,http://211.158.155.158:8009/udp/225.0.4.61:7980
CQTV影视,http://211.158.155.158:8009/udp/225.0.4.62:7980
CQTV科教,http://211.158.155.158:8009/udp/225.0.4.63:7980
CQTV社会与法,http://211.158.155.158:8009/udp/225.0.4.64:7980
CQTV娱乐,http://211.158.155.158:8009/udp/225.0.4.65:7980
CQTV移动,http://211.158.155.158:8009/udp/225.0.4.68:7980
CQTV时尚生活,http://211.158.155.158:8009/udp/225.0.4.69:7980
CQTV新农村,http://211.158.155.158:8009/udp/225.0.4.70:7980
CQTV少儿,http://211.158.155.158:8009/udp/225.0.4.71:7980
爱生活,http://211.158.155.158:8009/udp/225.0.4.164:7980
IPTV相声小品,http://211.158.155.158:8009/udp/225.0.4.56:7980
IPTV野外,http://211.158.155.158:8009/udp/225.0.4.57:7980
IPTV3,http://211.158.155.158:8009/udp/225.0.4.51:7980
IPTV5,http://211.158.155.158:8009/udp/225.0.4.53:7980
IPTV6,http://211.158.155.158:8009/udp/225.0.4.50:7980
IPTV8,http://211.158.155.158:8009/udp/225.0.4.54:7980
经典电影,http://211.158.155.158:8009/udp/225.0.4.48:7980
解密,http://211.158.155.158:8009/udp/225.0.4.153:7980
全纪实,http://211.158.155.158:8009/udp/225.0.4.113:7980
地理,http://211.158.155.158:8009/udp/225.0.4.149:7980
古装剧场,http://211.158.155.158:8009/udp/225.0.4.147:7980
武侠剧场,http://211.158.155.158:8009/udp/225.0.4.168:7980
军旅剧场,http://211.158.155.158:8009/udp/225.0.4.146:7980
喜剧影院,http://211.158.155.158:8009/udp/225.0.4.169:7980
动作影院,http://211.158.155.158:8009/udp/225.0.4.170:7980
家庭影院,http://211.158.155.158:8009/udp/225.0.4.171:7980
星影,http://211.158.155.158:8009/udp/225.0.4.172:7980
CQTV影视,http://125.80.158.131:7788/rtp/235.254.198.180:7980
CQTV都市,http://125.80.158.131:7788/rtp/235.254.198.181:7980
CQTV时尚,http://125.80.158.131:7788/rtp/235.254.198.182:7980
CQTV娱乐,http://125.80.158.131:7788/rtp/235.254.198.187:7980
CQTV公共农村,http://125.80.158.131:7788/rtp/235.254.198.186:7980
CQTV少儿,http://125.80.158.131:7788/rtp/235.254.196.214:1128
CQTV科教,http://125.80.158.131:7788/rtp/235.254.196.215:1132
CQTV生活,http://125.80.158.131:7788/rtp/235.254.196.216:1136
CQTV汽摩,http://125.80.158.131:7788/rtp/235.254.196.221:1156
睛彩重庆,http://125.80.158.131:7788/rtp/235.254.196.218:1146
CQTV新闻超,http://125.80.158.131:7788/rtp/235.254.196.199:7980
CQTV手持电视,http://125.80.158.131:7788/rtp/235.254.196.219:1148
CQTV移动,http://125.80.158.131:7788/rtp/235.254.196.217:1140
家有购物,http://125.80.158.131:7788/rtp/235.254.198.150:1882
时尚购物,http://125.80.158.131:7788/rtp/235.254.196.220:1154
家家购物,http://125.80.158.131:7788/rtp/235.254.198.177:7980
环球购物,http://125.80.158.131:7788/rtp/235.254.198.176:7980
优购物,http://125.80.158.131:7788/rtp/235.254.198.178:7980
风尚购物,http://125.80.158.131:7788/rtp/235.254.198.179:7980
少儿动画,http://125.80.158.131:7788/rtp/235.254.198.116:1740
卡酷动画,http://125.80.158.131:7788/rtp/235.254.198.49:1472
金鹰卡通,http://125.80.158.131:7788/rtp/235.254.198.50:1476
嘉佳卡通,http://125.80.158.131:7788/rtp/235.254.198.110:1716
魅力时尚,http://125.80.158.131:7788/rtp/235.254.198.115:1736
纪实,http://125.80.158.131:7788/rtp/235.254.198.121:1760
IPTV3,http://125.80.158.131:7788/rtp/235.254.198.13:1328
IPTV5,http://125.80.158.131:7788/rtp/235.254.198.14:1332
IPTV6,http://125.80.158.131:7788/rtp/235.254.198.15:1336
IPTV8,http://125.80.158.131:7788/rtp/235.254.198.16:1340
CGTN,http://125.80.158.131:7788/rtp/235.254.198.127:1784
